"uniname";"uniurl";"scountryname";"unirank"
"Universidade Estadual de Santa Cruz";"http://www.uesc.br/";"br";"3112"
"University of Wales Lampeter";"http://www.lamp.ac.uk/";"uk";"3113"
"Ferrum College";"http://www.ferrum.edu/";"us";"3114"
"Bifrost University";"http://www.bifrost.is/";"is";"3115"
"Kumamoto Gakuen University";"http://www.kumagaku.ac.jp/";"jp";"3116"
"Chadron State College";"http://www.csc.edu/";"us";"3117"
"University of Dar Es Salaam";"http://www.udsm.ac.tz/";"tz";"3118"
"Aquinas College Grand Rapids Michigan";"http://www.aquinas.edu/";"us";"3119"
"Pibulsongkram Rajabhat University";"http://www.psru.ac.th/";"th";"3120"
"Champlain College";"http://www.champlain.edu/";"us";"3121"
"Courtauld Institute of Art";"http://www.courtauld.ac.uk/";"uk";"3122"
"Universidad Andina Simón Bolívar";"http://www.uasb.edu.ec/";"ec";"3123"
"Maharishi University of Management";"http://www.mum.edu/";"us";"3124"
"Warsaw University of Life Sciences (Agricultural University)";"http://www.sggw.pl/";"pl";"3125"
"Izmir University of Economics";"http://www.ieu.edu.tr/";"tr";"3126"
"An Giang University";"http://www.agu.edu.vn/";"vn";"3127"
"Rivier College";"http://www.rivier.edu/";"us";"3128"
"Universidade Paulista";"http://www.unip.br/";"br";"3129"
"University College West Flanders  ";"http://www.howest.be/";"be";"3130"
"Foshan University";"http://www.fosu.edu.cn/";"cn";"3131"
"Nanchang University";"http://www.ncu.edu.cn/";"cn";"3132"
"Aga Khan University  ";"http://www.aku.edu/";"pk";"3133"
"University of the Philippines Manila";"http://www.upm.edu.ph/";"ph";"3134"
"Santa Ana College";"http://www.sac.edu/";"us";"3135"
"Kitakyushu University";"http://www.kitakyu-u.ac.jp/";"jp";"3136"
"Centro Universitário Univates";"http://www.univates.br/";"br";"3137"
"University of Tennessee Space Institute";"http://www.utsi.edu/";"us";"3138"
"Naruto University of Education";"http://www.naruto-u.ac.jp/";"jp";"3139"
"Lakeland College Wisconsin";"http://www.lakeland.edu/";"us";"3140"
"Burg Giebichenstein Hochschule fur Kunst und Design Halle";"http://www.burg-halle.de/";"de";"3141"
"University of Guam";"http://www.uog.edu/";"gu";"3142"
"Università degli Studi di Teramo";"http://www.unite.it/";"it";"3143"
"Sistema Universitario Ana G. Mendez";"http://www.suagm.edu/";"pr";"3144"
"Indiana Wesleyan University";"http://www.indwes.edu/";"us";"3145"
"Stonehill College";"http://www.stonehill.edu/";"us";"3146"
"Shandong Normal University";"http://www.sdnu.edu.cn/";"cn";"3147"
"Cedar Crest College";"http://www.cedarcrest.edu/";"us";"3148"
"Fairmont State College";"http://www.fairmontstate.edu/";"us";"3149"
"Thaksin University";"http://www.tsu.ac.th/";"th";"3150"
"Athenaeum Pontificium Regina Apostolorum  ";"http://www.upra.org/";"it";"3151"
"University Ovidius of Constantza";"http://www.univ-ovidius.ro/";"ro";"3152"
"Oakland Community College";"http://www.oaklandcc.edu/";"us";"3153"
"Cape Peninsula University of Technology";"http://www.cput.ac.za/";"za";"3154"
"FLACSO Ecuador Facultad Latinoamericana de Ciencias Sociales";"http://www.flacso.org.ec/";"ec";"3155"
"Novosibirsk State Technical University";"http://www.nstu.ru/";"ru";"3156"
"Middlesex Community College";"http://www.middlesex.mass.edu/";"us";"3157"
"Wilmington College of Ohio";"http://www.wilmington.edu/";"us";"3158"
"York Technical College";"http://www.yorktech.com/";"us";"3159"
"Kokushikan University";"http://www.kokushikan.ac.jp/";"jp";"3160"
"Poznan University of Economics  ";"http://www.ae.poznan.pl/";"pl";"3161"
"Imperial Valley College";"http://www.imperial.edu/";"us";"3162"
"College of Mount Saint Joseph";"http://www.msj.edu/";"us";"3163"
"Tokyo University of Agriculture";"http://www.nodai.ac.jp/";"jp";"3164"
"Universität Mozarteum Salzburg";"http://www.moz.ac.at/";"at";"3165"
"Addis Ababa University";"http://www.aau.edu.et/";"et";"3166"
"Australian School of Business University of New South Wales";"http://www.agsm.edu.au/";"au";"3167"
"Xi An University of Architecture & Techology";"http://www.xauat.edu.cn/";"cn";"3168"
"Bialystok Technical University";"http://www.pb.bialystok.pl/";"pl";"3169"
"Pädagogische Hochschule Zentralschweiz";"http://www.phz.ch/";"ch";"3170"
"Osaka University of Economics";"http://www.osaka-ue.ac.jp/";"jp";"3171"
"Shandong University of Science & Technology";"http://www.sdust.edu.cn/";"cn";"3172"
"South-West University Neofit Rilski";"http://www.swu.bg/";"bg";"3173"
"West Virginia University Parkersburg";"http://www.wvup.edu/";"us";"3174"
"Indian Institute of Management Kozhikode";"http://www.iimk.ac.in/";"in";"3175"
"North West University";"http://www.nwu.ac.za/";"za";"3176"
"Universidad Nacional de la Patagonia San Juan Bosco";"http://www.unp.edu.ar/";"ar";"3177"
"Saxion Universities of Professional Education";"http://www.saxion.nl/";"nl";"3178"
"Tomsk State University of Control Systems and Radioelectronics";"http://www.tusur.ru/";"ru";"3179"
"Community College of Rhode Island";"http://www.ccri.edu/";"us";"3180"
"Bucks County Community College";"http://www.bucks.edu/";"us";"3181"
"Tokyo Woman s Christian University";"http://www.twcu.ac.jp/";"jp";"3182"
"Royal Military Academy of Brussels";"http://www.rma.ac.be/";"be";"3183"
"Toccoa Falls College";"http://www.tfc.edu/";"us";"3184"
"Tama Art University";"http://www.tamabi.ac.jp/";"jp";"3185"
"Cochise College";"http://www.cochise.edu/";"us";"3186"
"Mahamakut Buddhist University";"http://www.mbu.ac.th/";"th";"3187"
"Narvik University College";"http://www.hin.no/";"no";"3188"
"Hardin Simmons University";"http://www.hsutx.edu/";"us";"3189"
"University of Nairobi";"http://www.uonbi.ac.ke/";"ke";"3190"
"Midlands Technical College";"http://www.midlandstech.edu/";"us";"3191"
"Transylvania University";"http://www.transy.edu/";"us";"3192"
"Clackamas Community College";"http://www.clackamas.edu/";"us";"3193"
"Gotland University";"http://mainweb.hgo.se/";"se";"3194"
"Langara College";"http://www.langara.bc.ca/";"ca";"3195"
"Nanjing Audit University";"http://www.nau.edu.cn/";"cn";"3196"
"Mount Saint Mary s University";"http://www.msmary.edu/";"us";"3197"
"Università degli Studi di Napoli l Orientale  ";"http://www.unior.it/";"it";"3198"
"Universidad Autónoma Chapingo";"http://portal.chapingo.mx/";"mx";"3199"
"Sungshin Women s University";"http://www.sungshin.ac.kr/";"kr";"3200"
"Norwegian School of Veterinary Science";"http://www.veths.no/";"no";"3201"
"Hochschule für Grafik und Buchkunst Leipzig";"http://www.hgb-leipzig.de/";"de";"3202"
"Walla Walla Community College";"http://www.wwcc.edu/";"us";"3203"
"Alverno College";"http://www.alverno.edu/";"us";"3204"
"University of National and World Economy";"http://www.unwe.acad.bg/";"bg";"3205"
"Dongseo University";"http://www.dongseo.ac.kr/";"kr";"3206"
"Hudson Valley Community College";"http://www.hvcc.edu/";"us";"3207"
"Université Abou Bekr Belkaid Tlemcen";"http://www.univ-tlemcen.dz/";"dz";"3208"
"Universidad Metropolitana Caracas";"http://www.unimet.edu.ve/";"ve";"3209"
"Universidad Autónoma de Sinaloa";"http://www.uasnet.mx/";"mx";"3210"
"Linn Benton Community College";"http://www.linnbenton.edu/";"us";"3211"
"Loras College";"http://www.loras.edu/";"us";"3212"
"Musashino Art University";"http://www.musabi.ac.jp/";"jp";"3213"
"Pai Chai University  ";"http://www.pcu.ac.kr/";"kr";"3214"
"Kyungnam University";"http://www.kyungnam.ac.kr/";"kr";"3215"
"Hochschule Karlsruhe";"http://www.hs-karlsruhe.de/";"de";"3216"
"National University of Computer & Emerging Sciences";"http://www.nu.edu.pk/";"pk";"3217"
"Los Angeles Valley College";"http://www.lavc.edu/";"us";"3218"
"Johns Hopkins University School of Advanced International Studies Bologna";"http://www.jhubc.it/";"it";"3219"
"Northeastern Ohio Universities College of Medicine";"http://www.neoucom.edu/";"us";"3220"
"Tokai University Educational System";"http://www.tokai.ac.jp/";"jp";"3221"
"Centro Universitário Salesiano de São Paulo";"http://www.unisal.br/";"br";"3222"
"Université de la Nouvelle Caledonie";"http://www.univ-nc.nc/";"nc";"3223"
"Hiroshima Institute of Technology  ";"http://www.it-hiroshima.ac.jp/";"jp";"3224"
"National Defense Academy of Japan";"http://www.nda.ac.jp/";"jp";"3225"
"Galatasaray University";"http://www.gsu.edu.tr/";"tr";"3226"
"South Texas College";"http://www.southtexascollege.edu/";"us";"3227"
"Jichi Medical School";"http://www.jichi.ac.jp/";"jp";"3228"
"Juilliard School";"http://www.juilliard.edu/";"us";"3229"
"Technological Education Institute of Crete";"http://www.teicrete.gr/";"gr";"3230"
"Indian Institute of Management Calcutta";"http://www.iimcal.ac.in/";"in";"3231"
"Andalas University";"http://www.unand.ac.id/";"id";"3232"
"University of Bedfordshire";"http://www.beds.ac.uk/";"uk";"3233"
"Universiti Malaysia Sarawak";"http://www.unimas.my/";"my";"3234"
"South Texas College of Law";"http://www.stcl.edu/";"us";"3235"
"Hendrix College";"http://www.hendrix.edu/";"us";"3236"
"Iran University of Medical Sciences Tehran";"http://www.iums.ac.ir/";"ir";"3237"
"Asbury Theological Seminary";"http://www.asburyseminary.edu/";"us";"3238"
"Finance Academy Government of the Russian Federation";"http://www.fa.ru/";"ru";"3239"
"Solano County Community College";"http://www.solano.edu/";"us";"3240"
"South China University of Technology";"http://www.scut.edu.cn/";"cn";"3241"
"Universitas Muhammadiyah Yogyakarta";"http://www.umy.ac.id/";"id";"3242"
"Yuanpei University";"http://www.ypu.edu.tw/";"tw";"3243"
"Central Saint Martins College of Art & Design";"http://www.csm.arts.ac.uk/";"uk";"3244"
"Alfred State College";"http://www.alfredstate.edu/";"us";"3245"
"Merritt College";"http://www.merritt.edu/";"us";"3246"
"Matsuyama University";"http://www.matsuyama-u.ac.jp/";"jp";"3247"
"Ukrainian Catholic University";"http://www.ucu.edu.ua/";"ua";"3248"
"Graduate University for Advanced Studies";"http://www.soken.ac.jp/";"jp";"3249"
"Asia University Japan";"http://www.asia-u.ac.jp/";"jp";"3250"
"University of Peloponnese";"http://www.uop.gr/";"gr";"3251"
"Abraham Baldwin Agricultural College";"http://www.abac.edu/";"us";"3252"
"Universidad Rafael Landivar";"http://www.url.edu.gt/";"gt";"3253"
"Technical University of Czestochowa  ";"http://www.pcz.pl/";"pl";"3254"
"University of Mersin";"http://www.mersin.edu.tr/";"tr";"3255"
"Sanno University";"http://www.sanno.ac.jp/";"jp";"3256"
"Middlesex County College";"http://www.middlesexcc.edu/";"us";"3257"
"Kurume University";"http://www.kurume-u.ac.jp/";"jp";"3258"
"Community College of Allegheny County";"http://www.ccac.edu/";"us";"3259"
"Vincennes University";"http://www.vinu.edu/";"us";"3260"
"Madonna University";"http://www.madonna.edu/";"us";"3261"
"Institut Universitaire de Formation des Maîtres Basse-Normandie";"http://www.caen.iufm.fr/";"fr";"3262"
"Fuller Theological Seminary";"http://www.fuller.edu/";"us";"3263"
"Oglala Lakota College";"http://www.olc.edu/";"us";"3264"
"Universidad Pontificia de Salamanca";"http://www.upsa.es/";"es";"3265"
"National Taichung Institute of Technology";"http://www.ntit.edu.tw/";"tw";"3266"
"International and European Business School Lyon";"http://www.em-lyon.com/";"fr";"3267"
"Aichi Prefectural University";"http://www.aichi-pu.ac.jp/";"jp";"3268"
"Hainan University";"http://www.hainu.edu.cn/";"cn";"3269"
"Prescott College";"http://www.prescott.edu/";"us";"3270"
"École Internationale des Sciences de Traitement de l Information";"http://www.eisti.fr/";"fr";"3271"
"Northern University of Professional Education of Leeuwarden";"http://www.nhl.nl/";"nl";"3272"
"University of Isfahan";"http://www.ui.ac.ir/";"ir";"3273"
"Ho Chi Minh City University of Economics";"http://www.ueh.edu.vn/";"vn";"3274"
"Qingdao University of Science & Technology";"http://www.qust.edu.cn/";"cn";"3275"
"University of Dubna";"http://www.uni-dubna.ru/";"ru";"3276"
"Metropolitan State University";"http://www.metrostate.edu/";"us";"3277"
"Grodno State University";"http://www.grsu.by/";"by";"3278"
"National Pingtung University of Education";"http://web.npue.edu.tw/";"tw";"3279"
"National Institute of Technology Rourkela";"http://www.nitrkl.ac.in/";"in";"3280"
"Paris School of Economics";"http://www.parisschoolofeconomics.eu/";"fr";"3281"
"Hong Kong Academy for Performing Arts";"http://www.hkapa.edu/";"hk";"3282"
"Universidad Austral";"http://www.austral.edu.ar/";"ar";"3283"
"King Khalid University";"http://www.kku.edu.sa/";"sa";"3284"
"École d Ingenieur Informatique";"http://www.efrei.fr/";"fr";"3285"
"Universidade do Vale do Paraíba";"http://www.univap.br/";"br";"3286"
"Hochschule Merseburg";"http://www.hs-merseburg.de/";"de";"3287"
"Mary Baldwin College";"http://www.mbc.edu/";"us";"3288"
"Harran University";"http://www.harran.edu.tr/";"tr";"3289"
"Pamukkale University";"http://www.pamukkale.edu.tr/";"tr";"3290"
"South Carolina State University";"http://www.scsu.edu/";"us";"3291"
"North Karelia University of Applied Sciences  ";"http://www.ncp.fi/";"fi";"3292"
"Brenau University";"http://www.brenau.edu/";"us";"3293"
"National University of Mongolia";"http://www.num.edu.mn/";"mn";"3294"
"Indian Institute of Information Technology Allahabad ";"http://www.iiita.ac.in/";"in";"3295"
"University of Nova Gorica  ";"http://www.p-ng.si/";"si";"3296"
"École des Mines Douai";"http://www.ensm-douai.fr/";"fr";"3297"
"Tarbiat Modarres University Tehran";"http://www.modares.ac.ir/";"ir";"3298"
"Centennial College Toronto";"http://www.centennialcollege.ca/";"ca";"3299"
"Mckendree College";"http://www.mckendree.edu/";"us";"3300"
"Shanxi University";"http://www.sxu.edu.cn/";"cn";"3301"
"Antioch University New England";"http://www.antiochne.edu/";"us";"3302"
"FLACSO México Facultad Latinoamericana de Ciencias Sociales";"http://www.flacso.edu.mx/";"mx";"3303"
"Bethel College Kansas";"http://www.bethelks.edu/";"us";"3304"
"Sierra Nevada College";"http://www.sierranevada.edu/";"us";"3305"
"Swedish School of Economics and Business Administration";"http://www.hanken.fi/";"fi";"3306"
"Western University of Health Sciences";"http://www.westernu.edu/";"us";"3307"
"North University of China";"http://www.nuc.edu.cn/";"cn";"3308"
"Zayed University";"http://www.zu.ac.ae/";"ae";"3309"
"Aurora University";"http://www.aurora.edu/";"us";"3310"
"West Virginia State University";"http://www.wvstateu.edu/";"us";"3311"
"Ohlone College";"http://www.ohlone.edu/";"us";"3312"
"Saint Louis Community College";"http://www.stlcc.edu/";"us";"3313"
"Albright College";"http://www.albright.edu/";"us";"3314"
"Hochschule Vechta";"http://www.uni-vechta.de/";"de";"3315"
"Anne Arundel Community College";"http://www.aacc.edu/";"us";"3316"
"Università IULM";"http://www.iulm.it/";"it";"3317"
"Osaka Electro-Communication University";"http://www.osakac.ac.jp/";"jp";"3318"
"Technical University of Moldova";"http://www.utm.md/";"md";"3319"
"Nothern Alberta Institute of Technology";"http://www.nait.ca/";"ca";"3320"
"Chaffey College";"http://www.chaffey.edu/";"us";"3321"
"Heartware University";"http://www.n-fukushi.ac.jp/";"jp";"3322"
"Cochin University of Science & Technology";"http://www.cusat.ac.in/";"in";"3323"
"Colegio de la Frontera Norte";"http://www.colef.mx/";"mx";"3324"
"Universidad Nacional de San Juan";"http://www.unsj.edu.ar/";"ar";"3325"
"Catholic University in Ruzomberok";"http://www.ku.sk/";"sk";"3326"
"Lublin University of Technology  ";"http://www.pollub.pl/";"pl";"3327"
"Yanshan University";"http://www.ysu.edu.cn/";"cn";"3328"
"Lincoln University Pennsylvania";"http://www.lincoln.edu/";"us";"3329"
"Istanbul Kultur University";"http://www.iku.edu.tr/";"tr";"3330"
"University of West Alabama";"http://www.uwa.edu/";"us";"3331"
"National University of Rwanda";"http://www.nur.ac.rw/";"rw";"3332"
"University of the Incarnate Word";"http://www.uiw.edu/";"us";"3333"
"Universidad Autónoma de Aguascalientes";"http://www.uaa.mx/";"mx";"3334"
"Alabama State University";"http://www.alasu.edu/";"us";"3335"
"Sint Lieven-Kaho Catholic School";"http://www.kahosl.be/";"be";"3336"
"Seinan Gakuin University";"http://www.seinan-gu.ac.jp/";"jp";"3337"
"Kao Yuan University";"http://www.kyu.edu.tw/";"tw";"3338"
"Universidad Nebrija";"http://www.nebrija.com/";"es";"3339"
"Jeju National University (Cheju)  ";"http://www.cheju.ac.kr/";"kr";"3340"
"Khaje-Nassir-Toosi University of Technology";"http://www.kntu.ac.ir/";"ir";"3341"
"Lviv Polytechnic National University";"http://www.lp.edu.ua/";"ua";"3342"
"Grossmont Cuyamaca Community College";"http://www.gcccd.edu/";"us";"3343"
"Universidad Alfonso X El Sabio";"http://www.uax.es/";"es";"3344"
"Volunteer State Community College";"http://www.volstate.edu/";"us";"3345"
"University of Mumbai";"http://www.mu.ac.in/";"in";"3346"
"Franklin College";"http://www.franklincollege.edu/";"us";"3347"
"Perm State Technical University  ";"http://pstu.ru/";"ru";"3348"
"Pusan University of Foreign Studies";"http://www.pufs.ac.kr/";"kr";"3349"
"Keimyung University";"http://www.kmu.ac.kr/";"kr";"3350"
"College of the Sequoias";"http://www.cos.edu/";"us";"3351"
"Instituto Politécnico de Tomar";"http://portal.ipt.pt/";"pt";"3352"
