"uniname";"uniurl";"scountryname";"unirank"
"New Zealand School of Music";"http://www.nzsm.ac.nz/";"nz";"7807"
"École du Louvre";"http://www.ecoledulouvre.fr/";"fr";"7808"
"Wallace Community College Dothan";"http://www.wallace.edu/";"us";"7809"
"Shijiazhuang Postal College";"http://www.sjzpc.edu.cn/";"cn";"7810"
"Ilia State University (Chavchavadze State University of Language and Culture)";"http://www.iliauni.edu.ge/";"ge";"7811"
"Jinling Institute of Technology (Nanjing Polytechnic College)";"http://www.jit.edu.cn/";"cn";"7812"
"Ukrainian Medical Stomatological Academy";"http://www.umsa.edu.ua/";"ua";"7813"
"Guizhou College of Finance & Economics";"http://www.gzife.edu.cn/";"cn";"7814"
"S P Jain Center of Management";"http://www.spjain.org/";"sg";"7815"
"Colorado Northwestern Community College";"http://www.cncc.edu/";"us";"7816"
"Universitas Bina Darma";"http://www.binadarma.ac.id/";"id";"7817"
"Shandong Institute of Business & Technology";"http://www.sdibt.edu.cn/";"cn";"7818"
"Miriam College (Maryknoll)";"http://www.mc.edu.ph/";"ph";"7819"
"Kemerovo Institute of Food Science and Technology";"http://www.kemtipp.ru/";"ru";"7820"
"Tezpur University";"http://www.tezu.ernet.in/";"in";"7821"
"Universidad de las Américas Chile  ";"http://www.uamericas.cl/";"cl";"7822"
"Peninsula College";"http://www.pc.ctc.edu/";"us";"7823"
"Robert Schumann Hochschule Düsseldorf";"http://www.rsh-duesseldorf.de/";"de";"7824"
"Art Academy of Cincinnati";"http://www.artacademy.edu/";"us";"7825"
"Delhi College of Engineering";"http://www.dce.edu/";"in";"7826"
"Mimar Sinan Guzel Sanatlar University";"http://www.msgsu.edu.tr/";"tr";"7827"
"Midwest University";"http://www.midwest.edu/";"us";"7828"
"Bryansk State Technical University";"http://www.tu-bryansk.ru/";"ru";"7829"
"P Sukhoy State Technical University of Gomel";"http://www.gstu.gomel.by/";"by";"7830"
"Megatrend University of Applied Sciences";"http://www.megatrend-edu.net/";"rs";"7831"
"Universidad Privada de Santa Cruz de la Sierra";"http://www.upsa.edu.bo/";"bo";"7832"
"Centro Universitário Leonardo da Vinci";"http://www.uniasselvi.com.br/";"br";"7833"
"Universidad La Salle México DF";"http://www.ulsa.edu.mx/";"mx";"7834"
"Pädagogische Hochschule Vorarlberg ";"http://www.ph-vorarlberg.ac.at/";"at";"7835"
"National University of Shipbuilding Admiral Makarov";"http://www.nuos.edu.ua/";"ua";"7836"
"Florida Christian College";"http://www.fcc.edu/";"us";"7837"
"Faculty of Economics VNU-HCM";"http://www.ecovnuhcm.edu.vn/";"vn";"7838"
"École d Ingénieurs en Agriculture";"http://www.esitpa.org/";"fr";"7839"
"University of Agricultural Sciences and Veterinary Medicine Bucharest";"http://www.usamv.ro/";"ro";"7840"
"International Islamic University Islamabad";"http://www.iiu.edu.pk/";"pk";"7841"
"Universidad Nacional Autónoma de Nicaragua Managua";"http://www.unan.edu.ni/";"ni";"7842"
"École Normale Supérieure d Enseignament Technologique d Oran";"http://www.enset-oran.dz/";"dz";"7843"
"Dominican School of Philosophy & Theology";"http://www.dspt.edu/";"us";"7844"
"Dunwoody College of Technology";"http://www.dunwoody.edu/";"us";"7845"
"Open University of Cyprus";"http://www.ouc.ac.cy/";"cy";"7846"
"Ibaraki Christian College";"http://www.icc.ac.jp/";"jp";"7847"
"Wakayama National College of Technology";"http://www.wakayama-nct.ac.jp/";"jp";"7848"
"Shirayuri Women s College";"http://www.shirayuri.ac.jp/";"jp";"7849"
"National Polytechnic College of Engineering and Oceaneering";"http://www.natpoly.edu/";"us";"7850"
"Jones International University  ";"http://www.jonesinternational.edu/";"us";"7851"
"Technical College of the Lowcountry";"http://www.tcl.edu/";"us";"7852"
"Vitebsk State University";"http://www.vsu.by/";"by";"7853"
"Central Bible College";"http://www.cbcag.edu/";"us";"7854"
"US Naval War College";"http://www.usnwc.edu/";"us";"7855"
"North Central Michigan College";"http://www.ncmich.edu/";"us";"7856"
"Treasure Valley Community College";"http://www.tvcc.cc.or.us/";"us";"7857"
"Accademia di Belle Arti di Urbino";"http://www.accademiadiurbino.it/";"it";"7858"
"Università Pontificia Antonianum  ";"http://www.antonianum.ofm.org/";"it";"7859"
"Suwon Womens College";"http://www.swc.ac.kr/";"kr";"7860"
"Danish School of Journalism";"http://www.journalisthojskolen.dk/";"dk";"7861"
"Tokyo University of Science Suwa";"http://www.suwa.tus.ac.jp/";"jp";"7862"
"Longy School of Music";"http://www.longy.edu/";"us";"7863"
"Universidad Cristobal Colon";"http://www.ver.ucc.mx/";"mx";"7864"
"Birla Institute of Technology & Science Goa Campus";"http://www.bits-goa.ac.in/";"in";"7865"
"Yellow River Conservancy Technical Institute";"http://www.yrcti.edu.cn/";"cn";"7866"
"University of Management and Technology";"http://www.umt.edu.pk/";"pk";"7867"
"Mcnally Smith College of Music";"http://www.mcnallysmith.edu/";"us";"7868"
"Yonago National College of Technology";"http://www.yonago-k.ac.jp/";"jp";"7869"
"Tillamook Bay Community College";"http://www.tbcc.cc.or.us/";"us";"7870"
"École Nationale des Travaux Publics";"http://www.entp.edu.dz/";"dz";"7871"
"Motilal Nehru National Institute of Technology";"http://www.mnnit.ac.in/";"in";"7872"
"Université Mohammed V Souissi Faculté de Medécine & Pharmacie";"http://www.medramo.ac.ma/";"ma";"7873"
"Université Mouloud Mammeri de Tizi Ouzou";"http://www.ummto.dz/";"dz";"7874"
"United States International University";"http://www.usiu.ac.ke/";"ke";"7875"
"Hochschule für Telekommunikation Leipzig";"http://www.hft-leipzig.de/";"de";"7876"
"Fundação Educacional do Municipio de Assis";"http://www.femanet.com.br/";"br";"7877"
"Koshien University";"http://www.koshien.ac.jp/";"jp";"7878"
"Hhochschule Regensburg";"http://t3.hs-regensburg.de/";"de";"7879"
"Ternopil V. Hnatiuk National Pedagogical University  ";"http://www.tnpu.edu.ua/";"ua";"7880"
"Instituto Mauá de Tecnología";"http://www.maua.br/";"br";"7881"
"Institute of Business Studies Moscow";"http://www.ibs-m.ru/";"ru";"7882"
"Institut Regional du Travail Social de Nord-Pas de Calais";"http://www.artsnpdc.asso.fr/";"fr";"7883"
"International Institute of Management";"http://www.link.msk.ru/";"ru";"7884"
"Dalian Polytechnic University";"http://www.dlpu.edu.cn/";"cn";"7885"
"Institute of Business and Medical Careers";"http://www.ibmc.edu/";"us";"7886"
"College of Visual Arts";"http://www.cva.edu/";"us";"7887"
"Nagano College of Nursing";"http://www.nagano-nurs.ac.jp/";"jp";"7888"
"Sabaragamuwa University";"http://www.sab.ac.lk/";"lk";"7889"
"Metropolitan College of New York";"http://www.metropolitan.edu/";"us";"7890"
"Eurasian National University";"http://www.enu.kz/";"kz";"7891"
"International University of Chabahar";"http://www.iuc.ac.ir/";"ir";"7892"
"College of Saint Joseph in Vermont";"http://www.csj.edu/";"us";"7893"
"Memphis College of Art";"http://www.mca.edu/";"us";"7894"
"Xinzhou Teachers Advanced College";"http://www.xztc.edu.cn/";"cn";"7895"
"Saint Petersburg State University Law Faculty";"http://www.jurfak.spb.ru/";"ru";"7896"
"North Eastern University";"http://www.neu.ac.th/";"th";"7897"
"Miami Ad School";"http://www.miamiadschool.com/";"us";"7898"
"Universidad Comunera del Paraguay";"http://www.ucom.edu.py/";"py";"7899"
"Universidad Nur Bolivia";"http://www.nur.edu/";"bo";"7900"
"Suzuka National College of Technology";"http://www.suzuka-ct.ac.jp/";"jp";"7901"
"National University of Civil Engineering";"http://nuce.edu.vn/";"vn";"7902"
"William Carey International University";"http://www.wciu.edu/";"us";"7903"
"Glen Oaks Community College";"http://www.glenoaks.edu/";"us";"7904"
"Virtual University of Pakistan";"http://www.vu.edu.pk/";"pk";"7905"
"Washington State Community College";"http://www.wscc.edu/";"us";"7906"
"Hochschule für Musik Dresden Carl Maria Von Weber";"http://www.hfmdd.de/";"de";"7907"
"Virginia College";"http://www.vc.edu/";"us";"7908"
"Qom University";"http://www.qom.ac.ir/";"ir";"7909"
"Tartu School of Health Care";"http://www.nooruse.ee/";"ee";"7910"
"Libera Universita degli Studi S Pio V";"http://www.luspio.it/";"it";"7911"
"Riga International School of Economics and Business Administration  ";"http://riseba.lv/";"lv";"7912"
"Nepal Medical College Teaching Hospital";"http://www.nmcth.edu/";"np";"7913"
"École d Architecture de Nancy";"http://www.nancy.archi.fr/";"fr";"7914"
"Amridge University (Southern Christian University)";"http://www.amridgeuniversity.edu/";"us";"7915"
"Ghulam Ishaq Khan Institute of Engineering Sciences and Technology";"http://www.giki.edu.pk/";"pk";"7916"
"South Florida Community College";"http://www.southflorida.edu/";"us";"7917"
"Centro Universitário Adventista de São Paulo";"http://www.unasp.edu.br/";"br";"7918"
"Accademia Carrara";"http://www.accademiacarrara.bergamo.it/";"it";"7919"
"Faculdades Integradas Helio Alonso";"http://www.facha.edu.br/";"br";"7920"
"Sami Shamoon College of Engineering";"http://www.sce.ac.il/";"il";"7921"
"Methodist Theological School Ohio";"http://www.mtso.edu/";"us";"7922"
"École Nationale Supérieure de Chimie de Mulhouse";"http://www.enscmu.uha.fr/";"fr";"7923"
"Berufsakademie Sachsen Glauchau";"http://www.ba-glauchau.de/";"de";"7924"
"Kanazawa Seiryo University";"http://www.seiryo-u.ac.jp/";"jp";"7925"
"Écoles Supérieures d Art de Bretagne";"http://www.beauxarts-bretagne.asso.fr/";"fr";"7926"
"Mongolian University of Science & Technology";"http://www.must.edu.mn/";"mn";"7927"
"Baptist College of Florida";"http://www.baptistcollege.edu/";"us";"7928"
"Kobe City College of Nursing";"http://www.kobe-ccn.ac.jp/";"jp";"7929"
"Universidad Nacional de Educación";"http://www.une.edu.pe/";"pe";"7930"
"Hochschule Fresenius";"http://www.hs-fresenius.de/";"de";"7931"
"Takamatsu University";"http://www.takamatsu-u.ac.jp/";"jp";"7932"
"Instituto Universitario General Gutiérrez Mellado UNED";"http://www.iugm.es/";"es";"7933"
"Saint Scholastica s College";"http://www.ssc.edu.ph/";"ph";"7934"
"Doho University";"http://www.doho.ac.jp/";"jp";"7935"
"Humphreys College";"http://www.humphreys.edu/";"us";"7936"
"Shangqiu Normal University";"http://www.sqnc.edu.cn/";"cn";"7937"
"Nakhon Phanom University";"http://www.npu.ac.th/";"th";"7938"
"China University of Science and Technology (China Institute of Technology) Taiwan";"http://www.cust.edu.tw/";"tw";"7939"
"Maritime University Constantza  ";"http://www.universitateamaritima.ro/";"ro";"7940"
"Liaquat University of Medical and Health Sciences";"http://www.lumhs.edu.pk/";"pk";"7941"
"Universidad Privada del Valle";"http://www.univalle.edu/";"bo";"7942"
"Shanxi Medical University";"http://www.sxmu.edu.cn/";"cn";"7943"
"Instituto Politécnico do Cavado e do Ave";"http://www.ipca.pt/";"pt";"7944"
"Punjabi University";"http://www.punjabiuniversity.ac.in/";"in";"7945"
"Binzhou College";"http://www.bzu.edu.cn/";"cn";"7946"
"Kobe International University";"http://www.kobe-kiu.ac.jp/";"jp";"7947"
"York County Community College";"http://www.yccc.edu/";"us";"7948"
"Christian Medical College Vellore  ";"http://www.cmch-vellore.edu/";"in";"7949"
"Faculdade de Filosofia de Campos";"http://www.ffc.br/";"br";"7950"
"Universidad Antonio Nariño  ";"http://www.uanarino.edu.co/";"co";"7951"
"Academia Politécnica Militar";"http://www.acapomil.cl/";"cl";"7952"
"Gewerbliches Berufs- und Weiterbildungszentrum Saint Gallen";"http://www.gbssg.ch/";"ch";"7953"
"Fachhochschule Krems";"http://www.fh-krems.ac.at/";"at";"7954"
"École Nationale d Ingénieurs de Tunis";"http://www.enit.rnu.tn/";"tn";"7955"
"University of Delhi Faculty of Management Studies";"http://www.fms.edu/";"in";"7956"
"Qiongtai Teachers College";"http://www.qttc.edu.cn/";"cn";"7957"
"Heart of Georgia Technical College";"http://www.heartofgatech.edu/";"us";"7958"
"PGSM Grande École de Commerce et de Gestion";"http://www.business-school-pgsm.com/";"fr";"7959"
"Shenyang Institute of Engineering";"http://www.sie.edu.cn/";"cn";"7960"
"Zhejiang Business Technology Institute";"http://www.zjbti.net.cn/";"cn";"7961"
"Seitoku University";"http://www.seitoku.ac.jp/";"jp";"7962"
"Chernihiv State Technological University";"http://www.stu.cn.ua/";"ua";"7963"
"Niels Brock Copenhagen Business College";"http://www.brock.dk/";"dk";"7964"
"Osaka University of Health and Sport Sciences";"http://www.ouhs.ac.jp/";"jp";"7965"
"Instituto Superior e Centro Educacional Luterano Bom Jesus";"http://www.ielusc.br/";"br";"7966"
"Accademia Albertina delle Belle Arti di Torino";"http://www.accademialbertina.torino.it/";"it";"7967"
"Tai Sophia Graduate School for the Healing Arts";"http://www.tai.edu/";"us";"7968"
"Daegu National University of Education";"http://www.dnue.ac.kr/";"kr";"7969"
"Universidad de Santander";"http://www.udes.edu.co/";"co";"7970"
"Instituto Superior de Linguas e Administração Lisboa";"http://www.isla.pt/";"pt";"7971"
"Swansea Metropolitan University  ";"http://www.smu.ac.uk/";"uk";"7972"
"University of Wisconsin College Manitowoc";"http://www.manitowoc.uwc.edu/";"us";"7973"
"École Polytechnique Feminine";"http://www.epf.fr/";"fr";"7974"
"Hiroshima International University";"http://www.hirokoku-u.ac.jp/";"jp";"7975"
"École Nationale Supérieure d?Art Villa Arson";"http://www.villa-arson.org/";"fr";"7976"
"Taiyuan University of Sciences & Technology";"http://www.tyust.edu.cn/";"cn";"7977"
"Berkshire Community College";"http://www.berkshirecc.edu/";"us";"7978"
"Belmont Technical College";"http://www.btc.edu/";"us";"7979"
"Shanxi Agricultural University";"http://www.sxau.edu.cn/";"cn";"7980"
"Istituto Italiano di Scienze Umane";"http://www.sumitalia.it/";"it";"7981"
"Dr Babasaheb Ambedkar Marathwada University";"http://www.bamu.net/";"in";"7982"
"International Pacific College";"http://www.ipc.ac.nz/";"nz";"7983"
"Adiyaman University";"http://www.adiyaman.edu.tr/";"tr";"7984"
"National University of Ireland";"http://www.nui.ie/";"ie";"7985"
"Assam Agricultural University";"http://www.aau.ac.in/";"in";"7986"
"African Virtual University";"http://www.avu.org/";"ke";"7987"
"Glion Institute of Higher Education";"http://www.glion.edu/";"ch";"7988"
"École Nationale Supérieure des Arts Appliques et des Métiers d Art Olivier de Serres";"http://www.ensaama.net/";"fr";"7989"
"Nagarjuna University";"http://www.nagarjunauniversity.ac.in/";"in";"7990"
"Malaysia University of Science & Technology";"http://www.must.edu.my/";"my";"7991"
"Jining Medical College";"http://www.jnmc.edu.cn/";"cn";"7992"
"Phuket Rajabhat University";"http://www.pkru.ac.th/";"th";"7993"
"Mokpo National University";"http://www.mokpo.ac.kr/";"kr";"7994"
"Keiwa College";"http://www.keiwa-c.ac.jp/";"jp";"7995"
"Hiroshima Women s University";"http://www.hirojo-u.ac.jp/";"jp";"7996"
"Hochschule für Gestaltung Schwäbisch Gmund";"http://www.hfg-gmuend.de/";"de";"7997"
"Omsk State Pedagogical University";"http://www.omgpu.ru/";"ru";"7998"
"Ponce School of Medicine";"http://www.psm.edu/";"pr";"7999"
"Islamic University of Jakarta";"http://www.uinjkt.ac.id/";"id";"8000"
"École de Cinéma Paris";"http://www.eicar.fr/";"fr";"8001"
"National College (of Business & Technology)";"http://www.ncbt.edu/";"us";"8002"
"Lake Land College Illinois";"http://www.lakelandcollege.edu/";"us";"8003"
"Shingu College";"http://www.shingu.ac.kr/";"kr";"8004"
"Cascadia Community College";"http://www.cascadia.edu/";"us";"8005"
"Aarhus Business College";"http://www.aabc.dk/";"dk";"8006"
"Huaihua University";"http://www.hhtc.edu.cn/";"cn";"8007"
"Osaka University of Pharmaceutical Sciences";"http://www.oups.ac.jp/";"jp";"8008"
"Indian Institute of Technology Central Organization";"http://www.iit.org/";"in";"8009"
"Moholy Nagy University of Art and Design  ";"http://www.mome.hu/";"hu";"8010"
"Gateway Community and Technical College";"http://www.gateway.kctcs.edu/";"us";"8011"
"Rajamangala University of Technology Suvarnabhumi";"http://www.rmutsb.ac.th/";"th";"8012"
"Xi An University of Arts & Science";"http://www.xawl.org/";"cn";"8013"
"Hochschule Lausitz";"http://www.hs-lausitz.de/";"de";"8014"
"Baton Rouge Community College";"http://www.mybrcc.edu/";"us";"8015"
"University of Southern Nevada";"http://www.usn.edu/";"us";"8016"
"Northern Marianas College";"http://www.nmcnet.edu/";"mp";"8017"
"Conservatorio a Casella l Aquila";"http://www.consaq.it/";"it";"8018"
"Universidade do Mogi Das Cruzes";"http://www.umc.br/";"br";"8019"
"Universidade Vale do Rio Doce";"http://www.univale.br/";"br";"8020"
"Universidad Salesiana de Bolivia";"http://www.usalesiana.edu.bo/";"bo";"8021"
"Munich Business School";"http://www.munich-business-school.de/";"de";"8022"
"Oita National College of Technology";"http://www.oita-ct.ac.jp/";"jp";"8023"
"Shaanxi University of Chinese Medicine";"http://www.sntcm.edu.cn/";"cn";"8024"
"Etablissement National d Enseignement Supérieur Agronomique de Dijon";"http://www.agrosupdijon.fr/";"fr";"8025"
"University of Arkansas Community College Batesville";"http://www.uaccb.edu/";"us";"8026"
"Canadian University College";"http://www.cauc.ca/";"ca";"8027"
"Nagaoka Institute of Design";"http://www.nagaoka-id.ac.jp/";"jp";"8028"
"Polytechnicum de Marne la Vallee";"http://www.polytechnicum.org/";"fr";"8029"
"Mercersburg Academy";"http://www.mercersburg.edu/";"us";"8030"
"Universitas Al Azhar";"http://www.uai.ac.id/";"id";"8031"
"Kodiak College University of Alaska";"http://www.koc.alaska.edu/";"us";"8032"
"Taylor University College and Seminary";"http://www.taylor-edu.ca/";"ca";"8033"
"Instituto Superior Fatima";"http://www.institutofatima.edu.br/";"br";"8034"
"Griffin Technical College";"http://www.griffintech.edu/";"us";"8035"
"Tokoha Gakuen University";"http://www.tokoha-u.ac.jp/";"jp";"8036"
"Centre Africain d Études Superieures en Gestión Senegal";"http://www.cesag.sn/";"sn";"8037"
"Antioch University Santa Barbara";"http://www.antiochsb.edu/";"us";"8038"
"South Piedmont Community College";"http://www.spcc.edu/";"us";"8039"
"Taishan Medical University";"http://www.tsmc.edu.cn/";"cn";"8040"
"Campus Universitari de la Mediterrània Vilanova i la Geltrú";"http://www.campusmed.net/";"es";"8041"
"Graduate School of International Business";"http://www.gsib.ru/";"ru";"8042"
"British School of Osteopathy";"http://www.bso.ac.uk/";"uk";"8043"
"Universidad Privada de Tacna";"http://www.upt.edu.pe/";"pe";"8044"
"European University of Lefke";"http://www.lefke.edu.tr/";"ty";"8045"
"Texas Chiropractic College";"http://www.txchiro.edu/";"us";"8046"
"Carmarthenshire College";"http://www.colegsirgar.ac.uk/";"uk";"8047"
"Adam Smith College Fife";"http://www.adamsmithcollege.ac.uk/";"uk";"8048"
"École Nationale Supérieure d Art de Bourges";"http://www.ensa-bourges.fr/";"fr";"8049"
"Universidad del Desarrollo Profesional";"http://www.unidep.edu.mx/";"mx";"8050"
"Nanjing Institute of Physical Education";"http://www.nipes.cn/";"cn";"8051"
"Universitas Mulawarman";"http://www.unmul.ac.id/";"id";"8052"
"Kopling College";"http://www.kolping.lt/";"lt";"8053"
"École Nationale Supérieure d Architecture et de Paysage de Bordeaux";"http://www.bordeaux.archi.fr/";"fr";"8054"
"Université de Kinshasa";"http://www.unikin.cd/";"cd";"8055"
"Kirovograd State Pedagogical University";"http://www.kspu.kr.ua/";"ua";"8056"
"Instituto Federal Minas Gerais Campus Bambuí";"http://www.cefetbambui.edu.br/";"br";"8057"
"Universidad Popular del Cesar";"http://www.unicesar.edu.co/";"co";"8058"
"Lviv State University of Life Safety";"http://www.ubgd.lviv.ua/";"ua";"8059"
"Duale Hochschule Baden-Württemberg Mannheim";"http://www.dhbw-mannheim.de/";"de";"8060"
"Voronezh State Technological Academy";"http://www.vgta.vrn.ru/";"ru";"8061"
"Bishop Grosseteste University College";"http://www.bishopg.ac.uk/";"uk";"8062"
"Jamia Hamdard  ";"http://www.jamiahamdard.edu/";"in";"8063"
"Haute École de Theatre de Suisse Romande";"http://www.hetsr.ch/";"ch";"8064"
"University of Kaposvar";"http://www.u-kaposvar.hu/";"hu";"8065"
"Heald College";"http://www.heald.edu/";"us";"8066"
"Miyazaki International College  ";"http://www.miyazaki-mic.ac.jp/";"jp";"8067"
"Kurdistan University of Medical Sciences Sanandaj";"http://www.muk.ac.ir/";"ir";"8068"
"Sud Management Management and Business School";"http://www.sudmanagement.fr/";"fr";"8069"
"Riga Graduate School of Law";"http://www.rgsl.edu.lv/";"lv";"8070"
"Ibaraki National College of Technology";"http://www.ibaraki-ct.ac.jp/";"jp";"8071"
"Clatsop Community College";"http://www.clatsopcc.edu/";"us";"8072"
"Far East State Technical Institute of Fishery and Fish Industry";"http://www.dalrybvtuz.ru/";"ru";"8073"
"Hubei College of Traditional Chinese Medicine";"http://www.hbtcm.edu.cn/";"cn";"8074"
"Henan College of Traditional Chinese Medicine";"http://www.hactcm.edu.cn/";"cn";"8075"
"School of Mission and Theology";"http://www.mhs.no/";"no";"8076"
"Marion Technical College";"http://www.mtc.edu/";"us";"8077"
"Hiroshima Kokusai Gakuin University";"http://www.hkg.ac.jp/";"jp";"8078"
"Toho Gakuen School of Music";"http://www.tohomusic.ac.jp/";"jp";"8079"
"Alytus College";"http://www.akolegija.lt/";"lt";"8080"
"Universidad del Valle de Atemajac";"http://www.univa.mx/";"mx";"8081"
"Vatterott College";"http://www.vatterott-college.edu/";"us";"8082"
"Sasebo National College of Technology";"http://www.sasebo.ac.jp/";"jp";"8083"
"Regis College University of Toronto";"http://www.regiscollege.ca/";"ca";"8084"
"Quanzhou Teacher s College";"http://www.qztc.edu.cn/";"cn";"8085"
"Great Bay Community College";"http://www.greatbay.edu/";"us";"8086"
"South Valley University";"http://www.svu.edu.eg/";"eg";"8087"
"Dnipropetrovsk National University Honchar  ";"http://www.dsu.dp.ua/";"ua";"8088"
"Yonam College of Agriculture";"http://www.yonam.ac.kr/";"kr";"8089"
"Fundação e Faculdade de Medicina do Abc";"http://www.fmabc.br/";"br";"8090"
"European Capital Markets Institute";"http://www.eurocapitalmarkets.org/";"es";"8091"
"Kyushu Instisute of Information Sciences";"http://www.kiis.ac.jp/";"jp";"8092"
"Calvary Bible College";"http://college.calvary.edu/";"us";"8093"
"North Maharashtra University";"http://www.nmu.ac.in/";"in";"8094"
"Aoraki Polytechnic";"http://www.aoraki.ac.nz/";"nz";"8095"
"Okinawa Prefectural College of Nursing";"http://www.okinawa-nurs.ac.jp/";"jp";"8096"
"University of Swaziland";"http://www.uniswa.sz/";"sz";"8097"
"Heilongjiang Agricultural Economy Professional College";"http://www.nyjj.net.cn/";"cn";"8098"
"Faculdades Integradas Rio Branco";"http://www.riobrancofac.edu.br/";"br";"8099"
"Lon Morris College";"http://www.lonmorris.edu/";"us";"8100"
"University of Human Arts and Sciencs";"http://www.human.ac.jp/";"jp";"8101"
"Poznan School of Banking";"http://www.wsb.poznan.pl/";"pl";"8102"
"Universidad de las Fuerzas Armadas";"http://www.unefa.edu.ve/";"ve";"8103"
"Konservatorium Wien University";"http://www.konservatorium-wien.ac.at/";"at";"8104"
"National University \"Ostrog Academy\"";"http://www.uosa.uar.net/";"ua";"8105"
"Widya Manadala Catholic University";"http://www.wima.ac.id/";"id";"8106"
"Weinan Teachers University";"http://www.wntc.edu.cn/";"cn";"8107"
"Shaoxing University";"http://www.usx.edu.cn/";"cn";"8108"
"Xi An International University";"http://www.xaiu.edu.cn/";"cn";"8109"
"Hebei Medical University";"http://www.hebmu.edu.cn/";"cn";"8110"
"Faculdade Mauricio de Nassau";"http://www.mauriciodenassau.edu.br/";"br";"8111"
"Hochschule für Bildende Künste Dresden";"http://www.hfbk-dresden.de/";"de";"8112"
"Muban Chom Bung Rajabhat University";"http://www.mcru.ac.th/";"th";"8113"
"Budapest Teacher Learning College";"http://www.btf.hu/";"hu";"8114"
"Moscow State Agroinginering University";"http://www.msau.ru/";"ru";"8115"
"University of Birjand";"http://www.birjand.ac.ir/";"ir";"8116"
"Great Lakes Christian College";"http://www.glcc.edu/";"us";"8117"
"Binzhou Medical College";"http://www.bzmc.edu.cn/";"cn";"8118"
"King s University College";"http://www.kingsu.ca/";"ca";"8119"
"Kennebec Valley Community College";"http://www.kvcc.me.edu/";"us";"8120"
"Radom University of Technology Kazimierza Pulaskiego";"http://www.pr.radom.pl/";"pl";"8121"
"Westmoreland County Community College";"http://www.wccc.edu/";"us";"8122"
"Irkutsk State Linguistic University  ";"http://www.islu.ru/";"ru";"8123"
"Budapest College of Management";"http://www.avf.hu/";"hu";"8124"
"Kobe City College of Technology";"http://www.kobe-kosen.ac.jp/";"jp";"8125"
"Dalian Neusoft Institute of Information Technology";"http://www.neusoft.edu.cn/";"cn";"8126"
"Universidad Gabriela Mistral";"http://www.ugm.cl/";"cl";"8127"
"International College of Management Sydney";"http://www.icms.edu.au/";"au";"8128"
"Ashland Community and Technical College";"http://www.ashland.kctcs.edu/";"us";"8129"
"Swedish Polytechnic Finland";"http://www.syh.fi/";"fi";"8130"
"Allen College";"http://www.allencollege.edu/";"us";"8131"
"École Supérieure de Communication et de Publicité";"http://www.iscom.fr/";"fr";"8132"
"Siberian State Technological University";"http://www.sibstu.kts.ru/";"ru";"8133"
"Jones College";"http://www.jones.edu/";"us";"8134"
"Kurume Institute of Technology";"http://www.kurume-it.ac.jp/";"jp";"8135"
"Université Gaston Berger de Saint Louis";"http://www.ugb.sn/";"sn";"8136"
"Tianjin Professional College";"http://www.tjtc.edu.cn/";"cn";"8137"
"Liaoning College of Traditional Chinese Medicine";"http://www.lnutcm.edu.cn/";"cn";"8138"
"Universidad de Aquino Bolivia";"http://www.udabol.edu.bo/";"bo";"8139"
"Semnan University";"http://www.semnan.ac.ir/";"ir";"8140"
"Instituto Tecnológico de Querétaro";"http://www.itq.edu.mx/";"mx";"8141"
"Berufsakademie Thüringen Gera";"http://www.ba-gera.de/";"de";"8142"
"Faculty of Traditional Medicine University of Medicine & Pharmacy";"http://www.yhct.edu.vn/";"vn";"8143"
"Tribhuvan University Institute of Engineering";"http://www.ioe.edu.np/";"np";"8144"
"Stranmillis University College";"http://www.stran.ac.uk/";"uk";"8145"
"Visva Bharati Santiniketan";"http://www.visva-bharati.ac.in/";"in";"8146"
"University of Finance and Management in Bialystok";"http://www.wsfiz.edu.pl/";"pl";"8147"
"Innovative Eurasian University";"http://www.ineu.edu.kz/";"kz";"8148"
"Islamic Azad University Tabriz";"http://www.iaut.ac.ir/";"ir";"8149"
"Hunan Agricultural University  ";"http://www.hunau.net/";"cn";"8150"
"Gage Academy of Art (Seattle Academy of Fine Art)";"http://www.gageacademy.org/";"us";"8151"
"Kwandong University";"http://www.kwandong.ac.kr/";"kr";"8152"
"Eastern Wyoming College";"http://ewc.wy.edu/";"us";"8153"
"École Nationale Supérieure d Art de Nancy";"http://www.ensa-nancy.fr/";"fr";"8154"
"Xi An Institute of Posts & Communications";"http://www.xiyou.edu.cn/";"cn";"8155"
"American College of Thessaloniki";"http://www.act.edu/";"gr";"8156"
"University of Indianapolis Athens";"http://www.uindy.gr/";"gr";"8157"
"University of Social Sciences and Humanities Ha Noi";"http://www.ussh.edu.vn/";"vn";"8158"
"Universidad Favaloro";"http://www.favaloro.edu.ar/";"ar";"8159"
"Jan Dlugosz Pedagogical University in Czestochowa  ";"http://www.ajd.czest.pl/";"pl";"8160"
"Chungkang College of Cultural Industries";"http://www.chungkang.ac.kr/";"kr";"8161"
"Majan University College ";"http://www.majancollege.edu.om/";"om";"8162"
"Vidyasagar University";"http://vidyasagar.ac.in/";"in";"8163"
"Centro Universitário da Grande Dourados";"http://www.unigran.br/";"br";"8164"
"Universidad de Holguín";"http://www.uho.edu.cu/";"cu";"8165"
"Hangzhou Radio & TV University";"http://www.hzrtvu.edu.cn/";"cn";"8166"
"Universidade Federal do Pampa";"http://www.unipampa.edu.br/";"br";"8167"
"Highland Community College";"http://www.highlandcc.edu/";"us";"8168"
